AREA_R200	
0.352637949	0.094083594
0.346211184	0.094224453
0.339783958	0.094344969
0.333356398	0.094444396
0.326928634	0.094521962
0.320500793	0.094576873
0.314072989	0.094608309
0.307645316	0.094615428
0.301217839	0.094597359
0.294790586	0.094553208
0.288363551	0.094483070
0.281936844	0.094388032
0.275510557	0.094268532
0.269084783	0.094124712
0.262659622	0.093956428
0.256235152	0.093763263
0.249811478	0.093544537
0.243388754	0.093299321
0.236967154	0.093026448
0.230546864	0.092724518
0.224128085	0.092391915
0.217711076	0.092026819
0.211296117	0.091627209
0.204883566	0.091190883
0.198473781	0.090715463
0.192067230	0.090198409
0.185664409	0.089637027
0.179265904	0.089028480
0.172872365	0.088369799
0.166484535	0.087657897
0.160103249	0.086889571
0.153729441	0.086061521
0.147364153	0.085170354
0.141014163	0.084213469
0.134666842	0.083185186
0.128332500	0.082083232
0.122013362	0.080904119
0.118858838	0.080284252
0.115708931	0.079643741
0.112563838	0.078982123
0.109425005	0.078292414
0.106295251	0.077562823
0.103175222	0.076792721
0.100065581	0.075981682
0.096967020	0.075129268
0.093880267	0.074235040
0.090806071	0.073298560
0.087745212	0.072319369
0.084698503	0.071297000
0.081666796	0.070230971
0.078650979	0.069120782
0.075651988	0.067965919
0.072670801	0.066765844
0.069708449	0.065520003
0.066766018	0.064227819
0.063844653	0.062888692
0.060945565	0.061502002
0.058070033	0.060067105
0.055219413	0.058583337
0.052395143	0.057050013
0.049598745	0.055466430
0.046831839	0.053831868
0.044096142	0.052145599
0.041395337	0.050408103
0.038725839	0.048615013
0.036091511	0.046772155
0.033490287	0.044887092
0.031944806	0.043734061
0.030411937	0.042564316
0.028892342	0.041377381
0.027386743	0.040172742
0.025895927	0.038949857
0.024420750	0.037708153
0.022962143	0.036447028
0.021521112	0.035165859
0.020098746	0.033864001
0.018696220	0.032540794
0.017314802	0.031195569
0.015955854	0.029827651
0.014620840	0.028436368
0.013308373	0.027017810
0.012027436	0.025579318
0.010775047	0.024115196
0.009553017	0.022624733
0.008364584	0.021106445
0.007217713	0.019556458
0.006118604	0.017972267
0.005075168	0.016350896
0.004097116	0.014689307
0.003195575	0.012985039
0.002382631	0.011236829
0.001670759	0.009445139
0.001070860	0.007608141
0.000597623	0.005742481
0.000257692	0.003846716
0.000058678	0.001929437
0.000000000	0.000000000
0.000106957	-0.001922736
0.000380466	-0.003827405
0.000838678	-0.005703317
0.001475128	-0.007522702
0.002275742	-0.009276165
0.003220833	-0.010956300
0.004290668	-0.012560005
0.005468861	-0.014085951
0.006744295	-0.015531634
0.008110298	-0.016892080
0.009556763	-0.018166718
0.011072464	-0.019358268
0.012645886	-0.020472178
0.014263194	-0.021518892
0.015915981	-0.022508198
0.017597660	-0.023448159
0.019308668	-0.024348744
0.021033755	-0.025210129
0.022774301	-0.026039850
0.024527758	-0.026841941
0.026292203	-0.027619569
0.028066216	-0.028375123
0.029848761	-0.029110327
0.031639095	-0.029826355
0.033436684	-0.030523974
0.035241125	-0.031203671
0.037052090	-0.031865793
0.038869260	-0.032510693
0.040692279	-0.033138868
0.042520711	-0.033751110
0.045578077	-0.034739549
0.048647266	-0.035695490
0.051732247	-0.036613026
0.054818869	-0.037488533
0.057920570	-0.038329485
0.061031121	-0.039137099
0.064149581	-0.039913621
0.067275180	-0.040660895
0.070407287	-0.041380413
0.073545380	-0.042073364
0.076689029	-0.042740658
0.079837878	-0.043382972
0.082991625	-0.044000791
0.086150009	-0.044594435
0.089312806	-0.045164103
0.092479812	-0.045709895
0.095650831	-0.046231850
0.098825682	-0.046729982
0.102004164	-0.047204305
0.105186116	-0.047654876
0.108371315	-0.048081817
0.111559541	-0.048485354
0.114750618	-0.048865855
0.117944302	-0.049223853
0.121140332	-0.049560084
0.124338460	-0.049875523
0.127538545	-0.050172116
0.130739053	-0.050462964
0.133939663	-0.050752577
0.137140373	-0.051040887
0.143542168	-0.051613297
0.149944363	-0.052179516
0.156346981	-0.052738801
0.162750068	-0.053290352
0.169153681	-0.053833328
0.175557893	-0.054366856
0.181962787	-0.054890058
0.188368453	-0.055402054
0.194781887	-0.055902520
0.201190795	-0.056389660
0.207600727	-0.056863131
0.214011705	-0.057322222
0.220423740	-0.057766302
0.226836833	-0.058194838
0.233250972	-0.058607411
0.239666136	-0.059003728
0.246082293	-0.059383645
0.252499398	-0.059747173
0.258917401	-0.060094503
0.265331695	-0.060425783
0.271755460	-0.060742269
0.278180896	-0.061044352
0.284597071	-0.061332594
0.291018522	-0.061608959
0.297440418	-0.061874788
0.303862669	-0.062131920
0.310285179	-0.062382488
0.316708028	-0.062624340
0.323131558	-0.062847995
0.329555717	-0.063053455
0.335980439	-0.063241165
0.342405661	-0.063411563
0.348831321	-0.063565081
0.355257363	-0.063702140
0.361683732	-0.063823154
0.368110378	-0.063928528
0.374537252	-0.064018661
0.380964308	-0.064093944
0.387391504	-0.064154760
0.393818800	-0.064201485
0.400246157	-0.064234487
0.406673542	-0.064254128
0.413100921	-0.064260763
0.419528265	-0.064254741
0.425955545	-0.064236402
0.432382737	-0.064206082
0.438809818	-0.064164108
0.445236765	-0.064110804
0.451663560	-0.064046486
0.458090186	-0.063971465
0.464516627	-0.063886044
0.470942872	-0.063790523
0.477368907	-0.063685196
0.483794723	-0.063570350
0.490220312	-0.063446269
0.496645668	-0.063313231
0.503070786	-0.063171508
0.509495662	-0.063021368
0.515920293	-0.062863075
0.522351159	-0.062696716
0.528776203	-0.062522856
0.535201043	-0.062341604
0.541625677	-0.062153206
0.548050105	-0.061957904
0.554474327	-0.061755936
0.560898343	-0.061547538
0.567322156	-0.061332941
0.573745766	-0.061112372
0.580169176	-0.060886056
0.586592389	-0.060654216
0.593015409	-0.060417069
0.599438239	-0.060174832
0.605860882	-0.059927716
0.612283345	-0.059675934
0.618705631	-0.059419693
0.625127746	-0.059159198
0.631549696	-0.058894653
0.637971486	-0.058626260
0.644393122	-0.058354219
0.650814611	-0.058078727
0.657235960	-0.057799981
0.663657175	-0.057518176
0.670078264	-0.057233504
0.676499234	-0.056946159
0.682920092	-0.056656332
0.689340847	-0.056364212
0.695761505	-0.056069989
0.702182075	-0.055773852
0.708602566	-0.055475989
0.715022985	-0.055176588
0.721443341	-0.054875836
0.727863642	-0.054573922
0.734283897	-0.054271031
0.740704115	-0.053967352
0.747124305	-0.053663073
0.753544475	-0.053358381
0.759964635	-0.053053466
0.766384792	-0.052748517
0.772804958	-0.052443725
0.779225234	-0.052139290
0.785645291	-0.051834194
0.792064995	-0.051519856
0.798483742	-0.051186596
0.804900996	-0.050825769
0.811316163	-0.050429612
0.817728570	-0.049991097
0.824137451	-0.049503798
0.830541933	-0.048961773
0.836941021	-0.048359475
0.843333601	-0.047691659
0.849718411	-0.046953302
0.856094041	-0.046139527
0.862458905	-0.045245545
0.868811252	-0.044266582
0.875149099	-0.043197827
0.881470232	-0.042034364
0.887772176	-0.040771118
0.894052121	-0.039402800
0.900306934	-0.037923851
0.906533191	-0.036328390
0.912736452	-0.034643920
0.918925545	-0.032903450
0.925102075	-0.031113639
0.931257777	-0.029284096
0.937408117	-0.027417376
0.943549564	-0.025521592
0.949683997	-0.023603230
0.952749317	-0.022637553
0.955813873	-0.021668555
0.958877920	-0.020697029
0.961941724	-0.019723762
0.965002662	-0.018751818
0.968068733	-0.017789258
0.971133821	-0.016826792
0.974199953	-0.015860924
0.977261066	-0.014884471
0.980315258	-0.013888886
0.983359330	-0.012866436
0.986397986	-0.011806462
0.989416898	-0.010704732
0.992373646	-0.009447397
0.994981423	-0.007582759
0.997261783	-0.005324563
0.999064644	-0.002671286
1.000000000	0.000000000
