AREA_R250	
0.175562794	-0.041493531
0.180542800	-0.041941191
0.185524024	-0.042374605
0.190506476	-0.042793125
0.195490161	-0.043196167
0.200475075	-0.043583218
0.205461206	-0.043953849
0.210448534	-0.044307721
0.215437030	-0.044644598
0.220426657	-0.044964355
0.225417369	-0.045266987
0.230409109	-0.045552620
0.235401813	-0.045821522
0.240395404	-0.046074107
0.245389799	-0.046310953
0.250384901	-0.046532803
0.255380354	-0.046740571
0.260376540	-0.046935031
0.265373173	-0.047116417
0.270370221	-0.047284980
0.275367652	-0.047440969
0.280365435	-0.047584626
0.285363542	-0.047716190
0.290361943	-0.047835896
0.295360611	-0.047943973
0.300359520	-0.048040646
0.305358644	-0.048126135
0.310357957	-0.048200658
0.315357436	-0.048264427
0.320357057	-0.048317649
0.325356799	-0.048360529
0.330356638	-0.048393265
0.335356556	-0.048416055
0.340356530	-0.048429089
0.345356543	-0.048432555
0.350356576	-0.048426636
0.355356611	-0.048411513
0.360356631	-0.048387361
0.365356620	-0.048354353
0.370356562	-0.048312656
0.375356442	-0.048262436
0.380356245	-0.048203854
0.385355959	-0.048137067
0.390355571	-0.048062229
0.395355067	-0.047979490
0.400354436	-0.047888997
0.405353668	-0.047790894
0.410352751	-0.047685320
0.415351675	-0.047572414
0.420350432	-0.047452307
0.425349012	-0.047325131
0.430347407	-0.047191012
0.435345608	-0.047050075
0.440343610	-0.046902441
0.445341404	-0.046748227
0.450338984	-0.046587548
0.455336345	-0.046420517
0.460333481	-0.046247242
0.465330386	-0.046067830
0.470327057	-0.045882383
0.475323489	-0.045691003
0.480319677	-0.045493788
0.485315619	-0.045290833
0.490311311	-0.045082230
0.495306751	-0.044868071
0.500301935	-0.044648442
0.505296863	-0.044423428
0.510291531	-0.044193114
0.515285938	-0.043957578
0.520280083	-0.043716898
0.525273965	-0.043471152
0.530267583	-0.043220412
0.535260936	-0.042964750
0.540254023	-0.042704235
0.545246846	-0.042438934
0.550239403	-0.042168912
0.555231695	-0.041894233
0.560223722	-0.041614957
0.565215484	-0.041331145
0.570206982	-0.041042853
0.575198216	-0.040750138
0.580189188	-0.040453052
0.585179899	-0.040151649
0.590170348	-0.039845979
0.595160537	-0.039536091
0.600150467	-0.039222032
0.605140139	-0.038903849
0.610129555	-0.038581585
0.615118714	-0.038255284
0.620107619	-0.037924987
0.625096269	-0.037590735
0.630084666	-0.037252567
0.635072812	-0.036910520
0.640060705	-0.036564631
0.645048349	-0.036214937
0.650035742	-0.035861470
0.655022885	-0.035504264
0.660009779	-0.035143353
0.664996424	-0.034778766
0.669982820	-0.034410536
0.674968966	-0.034038691
0.679954863	-0.033663261
0.684940510	-0.033284274
0.689925906	-0.032901756
0.694911051	-0.032515735
0.699895942	-0.032126238
0.704880578	-0.031733289
0.709864958	-0.031336914
0.714849080	-0.030937138
0.719832940	-0.030533984
0.724816538	-0.030127477
0.729799868	-0.029717640
0.734782929	-0.029304496
0.739765716	-0.028888068
0.744748225	-0.028468380
0.749730452	-0.028045453
0.754712392	-0.027619312
0.759694039	-0.027189977
0.764675387	-0.026757472
0.769656432	-0.026321819
0.774637165	-0.025883041
0.779617588	-0.025440999
0.784597686	-0.024995366
0.789577470	-0.024546236
0.794556947	-0.024093705
0.799536123	-0.023637852
0.804515003	-0.023178738
0.809493588	-0.022716413
0.814471879	-0.022250909
0.819449877	-0.021782246
0.824427580	-0.021310433
0.829404984	-0.020835466
0.834382086	-0.020357333
0.839358881	-0.019876011
0.844335364	-0.019391471
0.849311528	-0.018903675
0.854287366	-0.018412581
0.859262871	-0.017918140
0.864238035	-0.017420301
0.869212851	-0.016919008
0.874187309	-0.016414205
0.879161402	-0.015905835
0.884135123	-0.015393840
0.889108462	-0.014878164
0.894081413	-0.014358752
0.899053969	-0.013835555
0.904025941	-0.013308571
0.908997749	-0.012778344
0.913969235	-0.012245080
0.918940386	-0.011708694
0.923911191	-0.011169099
0.928881636	-0.010626208
0.933851709	-0.010079936
0.934845678	-0.009970268
0.935839631	-0.009860461
0.936833568	-0.009750514
0.937827490	-0.009640426
0.938821395	-0.009530196
0.939815286	-0.009419825
0.940809160	-0.009309310
0.941803018	-0.009198652
0.942796860	-0.009087850
0.943790686	-0.008976903
0.944783584	-0.008858338
0.945770032	-0.008695111
0.946747100	-0.008482790
0.947712400	-0.008222086
0.948663545	-0.007913713
0.949598148	-0.007558382
0.950513822	-0.007156805
0.951411976	-0.006716883
0.952323655	-0.006306448
0.953254778	-0.005942293
0.954202928	-0.005624999
0.955165688	-0.005355147
0.956140641	-0.005133318
0.957125371	-0.004960093
0.958117461	-0.004836055
0.959114493	-0.004761783
0.960114650	-0.004737625
0.961114644	-0.004734203
0.962114638	-0.004730781
0.963114633	-0.004727359
0.964114627	-0.004723936
0.965114621	-0.004720514
0.966114615	-0.004717092
0.967114609	-0.004713670
0.968114603	-0.004710247
0.969114597	-0.004706825
0.970114592	-0.004703403
0.971114586	-0.004699981
0.972114580	-0.004696558
0.973114574	-0.004693136
0.974114568	-0.004689714
0.975114562	-0.004686292
0.976114556	-0.004682869
0.977114551	-0.004679447
0.978114545	-0.004676025
0.979114539	-0.004672602
0.980114533	-0.004669180
0.981114527	-0.004665758
0.982114521	-0.004662336
0.983114515	-0.004658913
0.984114510	-0.004655491
0.985114504	-0.004652069
0.986114498	-0.004648647
0.987114492	-0.004645224
0.988114486	-0.004641802
0.989114480	-0.004638380
0.990114474	-0.004634958
0.991114469	-0.004631535
0.992114463	-0.004628113
0.993114457	-0.004624691
0.994114451	-0.004621269
0.994264450	-0.004620755
0.994414449	-0.004620242
0.994564448	-0.004619729
0.994714447	-0.004619215
0.994864447	-0.004618702
0.995014446	-0.004618189
0.995164445	-0.004617675
0.995314444	-0.004617162
0.995464442	-0.004616466
0.995614373	-0.004612169
0.995764081	-0.004602984
0.995913404	-0.004588916
0.996062184	-0.004569980
0.996210260	-0.004546196
0.996357475	-0.004517587
0.996503672	-0.004484184
0.996648697	-0.004446025
0.996792395	-0.004403150
0.996934615	-0.004355605
0.997075207	-0.004303444
0.997214022	-0.004246722
0.997350915	-0.004185502
0.997485741	-0.004119850
0.997618358	-0.004049838
0.997748627	-0.003975542
0.997876411	-0.003897041
0.998001574	-0.003814421
0.998123987	-0.003727770
0.998243518	-0.003637182
0.998360043	-0.003542754
0.998473438	-0.003444586
0.998583584	-0.003342784
0.998690363	-0.003237455
0.998793663	-0.003128712
0.998893373	-0.003016669
0.998989387	-0.002901446
0.999081603	-0.002783164
0.999169923	-0.002661948
0.999254251	-0.002537925
0.999334497	-0.002411228
0.999410574	-0.002281988
0.999482401	-0.002150343
0.999549898	-0.002016429
0.999612995	-0.001880390
0.999671620	-0.001742367
0.999725711	-0.001602506
0.999775209	-0.001460954
0.999820059	-0.001317861
0.999860212	-0.001173378
0.999895626	-0.001027657
0.999926260	-0.000880853
0.999952083	-0.000733122
0.999971955	-0.000583452
0.999984988	-0.000432207
0.999993830	-0.000284325
0.999998860	-0.000134419
1.000000000	0.000000000
