Time, rotorL_beta_b1, Inflow(0), Inflow(1), Inflow(2), Inflow(3), Inflow(4), Inflow(5), X_e(0), X_e(1), X_e(2), alpha(0), alpha(1), alpha(2), v_b(0), v_b(1), v_b(2), omega_b(0), omega_b(1), omega_b(2), 
5.722, -2.0448, 0.0121038, -0.00732301, -0.0106061, 0.00712983, -0.00556585, -0.00799327, 2.91154, 5.23313, -10.6942, 41.3002, 8.23742, -8.02863, -1.93824, 4.64016, -2.54079, 59.5145, 13.2023, 12.0775, 
5.724, -1.74785, 0.0120678, -0.00747049, -0.0106929, 0.00709491, -0.00542197, -0.00807481, 2.90951, 5.24385, -10.6913, 41.4254, 8.24155, -7.99179, -1.93947, 4.64785, -2.55073, 60.375, 13.9972, 12.5606, 
5.726, -1.43589, 0.0120328, -0.00763387, -0.0107265, 0.00706053, -0.00522513, -0.00810493, 2.90747, 5.25459, -10.6885, 41.5523, 8.24604, -7.95309, -1.94066, 4.65526, -2.56089, 60.9614, 14.7371, 13.1532, 
5.728, -1.1158, 0.0119994, -0.00779789, -0.0107037, 0.00702684, -0.00498957, -0.00808068, 2.90543, 5.26535, -10.6856, 41.6803, 8.25066, -7.91251, -1.94169, 4.66244, -2.57124, 61.272, 15.3875, 13.8016, 
5.73, -0.795065, 0.0119672, -0.00794704, -0.0106257, 0.00699351, -0.00473294, -0.00800337, 2.90339, 5.27613, -10.6827, 41.809, 8.2552, -7.87015, -1.94243, 4.66945, -2.58175, 61.334, 15.9089, 14.4559, 
5.732, -0.481387, 0.011936, -0.00806724, -0.0104986, 0.00696013, -0.00447447, -0.00787904, 2.90134, 5.28692, -10.6798, 41.9379, 8.25944, -7.82623, -1.94274, 4.67637, -2.59242, 61.1921, 16.2601, 15.0755, 
5.734, -0.182421, 0.0119056, -0.00814628, -0.010332, 0.00692636, -0.00423346, -0.00771715, 2.89929, 5.29773, -10.6768, 42.0664, 8.26317, -7.78109, -1.9425, 4.68327, -2.60321, 60.8967, 16.4057, 15.6324, 
5.736, 0.0945462, 0.0118759, -0.0081745, -0.0101387, 0.00689202, -0.00402812, -0.00753008, 2.89724, 5.30856, -10.6739, 42.1944, 8.26615, -7.73511, -1.94161, 4.69018, -2.61407, 60.4918, 16.326, 16.11, 
5.738, 0.342933, 0.0118463, -0.00814577, -0.00993382, 0.00685679, -0.00387395, -0.00733264, 2.89518, 5.31941, -10.6709, 42.3216, 8.26816, -7.68874, -1.94003, 4.69711, -2.62495, 60.0078, 16.023, 16.4985, 
5.74, 0.557183, 0.0118165, -0.00805948, -0.00973461, 0.00682056, -0.00378283, -0.00714137, 2.89313, 5.33027, -10.6679, 42.4477, 8.26902, -7.64241, -1.93781, 4.70405, -2.63579, 59.4649, 15.523, 16.7876, 
5.742, 0.732829, 0.0117863, -0.00791934, -0.0095579, 0.0067833, -0.00376213, -0.00697254, 2.89107, 5.34114, -10.6649, 42.5727, 8.26863, -7.59651, -1.93503, 4.71099, -2.64653, 58.8884, 14.8738, 16.963, 
5.744, 0.8666, 0.011755, -0.00773253, -0.00941925, 0.00674508, -0.00381406, -0.00684111, 2.88902, 5.35204, -10.6619, 42.6964, 8.26696, -7.5514, -1.93184, 4.71794, -2.65712, 58.3198, 14.1405, 17.0071, 
5.746, 0.956492, 0.0117227, -0.00751324, -0.00933111, 0.00670603, -0.00393521, -0.00675896, 2.88697, 5.36295, -10.6589, 42.8189, 8.26416, -7.50734, -1.92843, 4.72494, -2.6675, 57.8256, 13.4034, 16.9058, 
5.748, 1.00159, 0.0116891, -0.00727695, -0.00930176, 0.00666633, -0.00411635, -0.00673392, 2.88493, 5.37388, -10.6558, 42.9403, 8.26049, -7.46451, -1.92505, 4.73208, -2.67766, 57.4943, 12.7521, 16.6571, 
5.75, 1.00205, 0.0116542, -0.0070407, -0.00933468, 0.00662621, -0.00434272, -0.00676914, 2.88289, 5.38482, -10.6528, 43.0612, 8.25633, -7.42292, -1.92195, 4.73945, -2.68762, 57.4236, 12.2766, 16.2807, 
5.752, 0.95891, 0.011618, -0.0068221, -0.00942779, 0.00658584, -0.00459467, -0.00686237, 2.88085, 5.39578, -10.6497, 43.1822, 8.25215, -7.38244, -1.91935, 4.74713, -2.69745, 57.6969, 12.0528, 15.8224, 
5.754, 0.873914, 0.0115805, -0.00663739, -0.00957366, 0.00654539, -0.00484931, -0.00700622, 2.87881, 5.40676, -10.6466, 43.3039, 8.2484, -7.34275, -1.91741, 4.75514, -2.70725, 58.3546, 12.1256, 15.3525, 
5.756, 0.749247, 0.011542, -0.00650007, -0.00975983, 0.00650503, -0.0050829, -0.00718844, 2.87677, 5.41775, -10.6435, 43.4273, 8.24549, -7.3034, -1.91616, 4.76344, -2.71711, 59.374, 12.4969, 14.9539, 
5.758, 0.587356, 0.0115028, -0.00641928, -0.00997031, 0.00646506, -0.00527384, -0.00739345, 2.87473, 5.42876, -10.6403, 43.553, 8.24367, -7.26384, -1.91554, 4.77191, -2.72716, 60.6679, 13.127, 14.7046, 
5.76, 0.390901, 0.0114632, -0.00639896, -0.0101874, 0.00642558, -0.00540355, -0.00760407, 2.87269, 5.43979, -10.6372, 43.6816, 8.24302, -7.22349, -1.91543, 4.78039, -2.73745, 62.1031, 13.9484, 14.6592, 
5.762, 0.16284, 0.0114236, -0.00643783, -0.0103932, 0.0063868, -0.0054607, -0.00780311, 2.87065, 5.45084, -10.634, 43.8132, 8.24345, -7.18181, -1.91564, 4.78872, -2.74803, 63.5327, 14.8874, 14.8396, 
5.764, -0.0933943, 0.0113844, -0.00652979, -0.0105715, 0.006349, -0.00544073, -0.00797485, 2.86861, 5.46191, -10.6308, 43.9478, 8.24478, -7.13836, -1.91605, 4.79679, -2.75889, 64.8252, 15.8805, 15.2352, 
5.766, -0.37372, 0.0113459, -0.00666472, -0.0107081, 0.00631216, -0.00534436, -0.00810596, 2.86656, 5.47299, -10.6276, 44.085, 8.24676, -7.09279, -1.91654, 4.80453, -2.77001, 65.8802, 16.8799, 15.8106, 
5.768, -0.673267, 0.0113085, -0.00682941, -0.0107928, 0.00627631, -0.00517895, -0.00818663, 2.86451, 5.4841, -10.6243, 44.2244, 8.24916, -7.04491, -1.917, 4.81191, -2.78137, 66.6354, 17.8487, 16.515, 
5.77, -0.986346, 0.0112723, -0.00700858, -0.0108191, 0.0062413, -0.00495776, -0.00821078, 2.86245, 5.49522, -10.6211, 44.3653, 8.25175, -6.99464, -1.91734, 4.81899, -2.79294, 67.0663, 18.7527, 17.2894, 
5.772, -1.30651, 0.0112376, -0.00718599, -0.0107848, 0.00620686, -0.00469668, -0.00817654, 2.86038, 5.50636, -10.6178, 44.5071, 8.25434, -6.94202, -1.91745, 4.82582, -2.8047, 67.1842, 19.5532, 18.0742, 
5.774, -1.62671, 0.0112042, -0.00734366, -0.0106901, 0.00617281, -0.00441423, -0.00808424, 2.85832, 5.51751, -10.6145, 44.6492, 8.25677, -6.88727, -1.91717, 4.83248, -2.81662, 67.0319, 20.2048, 18.8169, 
5.776, -1.93956, 0.0111721, -0.00746696, -0.0105432, 0.00613873, -0.00413172, -0.00794191, 2.85624, 5.52868, -10.6112, 44.791, 8.25886, -6.83072, -1.91636, 4.83906, -2.82869, 66.667, 20.6595, 19.4772, 
5.778, -2.23758, 0.0111409, -0.00754321, -0.0103555, 0.00610427, -0.00387051, -0.00776069, 2.85417, 5.53987, -10.6079, 44.9321, 8.26043, -6.77282, -1.9149, 4.84564, -2.84085, 66.1505, 20.8769, 20.0308, 
5.78, -2.51347, 0.0111102, -0.00756166, -0.0101408, 0.00606915, -0.00364998, -0.00755419, 2.85209, 5.55108, -10.6045, 45.0723, 8.26129, -6.71408, -1.91268, 4.85226, -2.85306, 65.5301, 20.8348, 20.4665, 
5.782, -2.76055, 0.0110798, -0.00751749, -0.00991702, 0.00603312, -0.00348718, -0.00733957, 2.85, 5.5623, -10.6011, 45.2111, 8.26123, -6.65505, -1.90969, 4.8589, -2.86527, 64.835, 20.5365, 20.7797, 
5.784, -2.97293, 0.011049, -0.00741038, -0.00970266, 0.00599601, -0.00339511, -0.00713485, 2.84792, 5.57354, -10.5978, 45.3485, 8.2601, -6.59625, -1.90597, 4.86555, -2.87739, 64.0827, 20.0116, 20.964, 
5.786, -3.14571, 0.0110174, -0.00724435, -0.00951615, 0.00595781, -0.00338159, -0.00695777, 2.84584, 5.58479, -10.5944, 45.4842, 8.25781, -6.53818, -1.90164, 4.87219, -2.88936, 63.2962, 19.312, 21.0069, 
5.788, -3.27511, 0.0109848, -0.00703066, -0.00937416, 0.00591857, -0.00344874, -0.00682436, 2.84377, 5.59606, -10.5909, 45.6182, 8.25439, -6.48125, -1.89686, 4.87883, -2.90111, 62.518, 18.5084, 20.8922, 
5.79, -3.35851, 0.010951, -0.00678454, -0.00928949, 0.0058784, -0.00359242, -0.00674684, 2.84169, 5.60735, -10.5875, 45.7505, 8.24998, -6.42579, -1.89186, 4.88552, -2.91259, 61.8191, 17.6871, 20.6067, 
5.792, -3.39444, 0.0109158, -0.00652312, -0.00927041, 0.00583751, -0.00380217, -0.006733, 2.83962, 5.61865, -10.584, 45.8813, 8.24489, -6.37199, -1.88691, 4.89236, -2.92378, 61.2953, 16.9445, 20.1505, 
5.794, -3.38256, 0.0108791, -0.00626533, -0.00931967, 0.0057961, -0.00406132, -0.00678526, 2.83755, 5.62997, -10.5806, 46.0111, 8.23953, -6.3199, -1.88228, 4.89944, -2.9347, 61.0533, 16.3774, 19.5469, 
5.796, -3.32353, 0.0108411, -0.00603091, -0.00943342, 0.00575436, -0.00434794, -0.00689964, 2.83549, 5.6413, -10.5771, 46.1406, 8.23439, -6.26938, -1.87822, 4.90685, -2.94542, 61.1844, 16.0675, 18.8477, 
5.798, -3.21884, 0.0108019, -0.00583697, -0.00960249, 0.00571254, -0.00463665, -0.00706703, 2.83343, 5.65265, -10.5736, 46.2706, 8.22993, -6.22009, -1.87488, 4.91464, -2.95605, 61.7344, 16.0627, 18.1309, 
5.8, -3.07061, 0.0107617, -0.00569734, -0.00981238, 0.00567086, -0.00490115, -0.00727322, 2.83137, 5.66401, -10.57, 46.4019, 8.22655, -6.17154, -1.87233, 4.92274, -2.9667, 62.6821, 16.3654, 17.4876, 
5.802, -2.88143, 0.010721, -0.00562095, -0.010045, 0.0056296, -0.0051177, -0.00750056, 2.82931, 5.6754, -10.5665, 46.5355, 8.22448, -6.12314, -1.87047, 4.93104, -2.97751, 63.9383, 16.9334, 17.0033, 
5.804, -2.65437, 0.01068, -0.00561097, -0.0102807, 0.00558874, -0.00526639, -0.00772993, 2.82724, 5.6868, -10.5629, 46.6718, 8.22376, -6.07429, -1.86918, 4.93937, -2.98854, 65.3661, 17.696, 16.7386, 
5.806, -2.39304, 0.0106391, -0.00566481, -0.0105, 0.00554874, -0.00533543, -0.00794261, 2.82518, 5.69821, -10.5593, 46.8111, 8.22425, -6.02444, -1.86827, 4.94758, -2.99984, 66.8169, 18.5761, 16.72, 
5.808, -2.10182, 0.0105988, -0.00577471, -0.0106855, 0.00550964, -0.00531958, -0.00812184, 2.82311, 5.70965, -10.5557, 46.9534, 8.22571, -5.9731, -1.86758, 4.95554, -3.01141, 68.1566, 19.5071, 16.9404, 
5.81, -1.78598, 0.0105595, -0.00592872, -0.0108226, 0.00547146, -0.00522102, -0.00825373, 2.82104, 5.7211, -10.552, 47.0985, 8.22783, -5.91994, -1.86699, 4.96319, -3.02324, 69.284, 20.4379, 17.3674, 
5.812, -1.45174, 0.0105214, -0.00611161, -0.0109003, 0.00543437, -0.00504772, -0.00832795, 2.81897, 5.73257, -10.5484, 47.2458, 8.23032, -5.86473, -1.86638, 4.97052, -3.03533, 70.1355, 21.3292, 17.9525, 
5.814, -1.10623, 0.0104849, -0.00630628, -0.010913, 0.00539816, -0.00481312, -0.00833912, 2.81689, 5.74406, -10.5447, 47.3948, 8.23289, -5.80737, -1.86564, 4.97755, -3.04763, 70.6857, 22.1451, 18.6395, 
5.816, -0.757279, 0.0104499, -0.00649455, -0.010859, 0.00536236, -0.00453553, -0.00828597, 2.8148, 5.75556, -10.541, 47.545, 8.23529, -5.74791, -1.86464, 4.98435, -3.06014, 70.9433, 22.8467, 19.3708, 
5.818, -0.413183, 0.0104163, -0.00665799, -0.0107414, 0.00532685, -0.00423524, -0.00817153, 2.81271, 5.76708, -10.5372, 47.6956, 8.23731, -5.68652, -1.86323, 4.99098, -3.07283, 70.9463, 23.3915, 20.0954, 
5.82, -0.0822924, 0.010384, -0.00678029, -0.0105688, 0.00529135, -0.00393487, -0.0080045, 2.81062, 5.77862, -10.5335, 47.8464, 8.23872, -5.62351, -1.86128, 4.99754, -3.08567, 70.746, 23.7368, 20.7735, 
5.822, 0.22723, 0.0103526, -0.00684898, -0.0103552, 0.00525538, -0.00365729, -0.00779844, 2.80852, 5.79017, -10.5297, 47.9967, 8.23932, -5.55927, -1.85866, 5.00407, -3.09863, 70.3951, 23.85, 21.3786, 
5.824, 0.507848, 0.0103218, -0.00685399, -0.0101167, 0.00521872, -0.00342359, -0.00756914, 2.80643, 5.80174, -10.5259, 48.1464, 8.23891, -5.4943, -1.8553, 5.0106, -3.11166, 69.9355, 23.7176, 21.8953, 
5.826, 0.752981, 0.010291, -0.00679078, -0.00987258, 0.00518117, -0.00325185, -0.00733529, 2.80433, 5.81332, -10.5221, 48.295, 8.23731, -5.42907, -1.85118, 5.01714, -3.12469, 69.3937, 23.3512, 22.3119, 
5.828, 0.957223, 0.0102596, -0.0066601, -0.00964312, 0.00514258, -0.00315593, -0.00711649, 2.80223, 5.82492, -10.5182, 48.4425, 8.23438, -5.36407, -1.84638, 5.02365, -3.13766, 68.7919, 22.7876, 22.6143, 
5.83, 1.11653, 0.0102273, -0.00646924, -0.00944798, 0.00510293, -0.00314413, -0.00693175, 2.80013, 5.83654, -10.5144, 48.5887, 8.23009, -5.29972, -1.841, 5.03013, -3.15049, 68.1606, 22.0854, 22.7838, 
5.832, 1.22814, 0.0101939, -0.00623035, -0.00930421, 0.00506222, -0.00321849, -0.00679747, 2.79804, 5.84817, -10.5105, 48.7335, 8.22454, -5.23637, -1.83524, 5.03662, -3.16313, 67.5548, 21.3205, 22.8004, 
5.834, 1.29065, 0.0101591, -0.00596046, -0.00922466, 0.00502056, -0.00337428, -0.0067259, 2.79595, 5.85981, -10.5066, 48.877, 8.21794, -5.17426, -1.82933, 5.04318, -3.17554, 67.0569, 20.5836, 22.6511, 
5.836, 1.30388, 0.0101226, -0.00567875, -0.00921692, 0.00497811, -0.00359979, -0.00672419, 2.79386, 5.87147, -10.5027, 49.0195, 8.21064, -5.11351, -1.82354, 5.0499, -3.18771, 66.7699, 19.9731, 22.3401, 
5.838, 1.26882, 0.0100846, -0.00540578, -0.00928255, 0.00493511, -0.00387668, -0.00679358, 2.79177, 5.88315, -10.4987, 49.1615, 8.20312, -5.05404, -1.81815, 5.05689, -3.19968, 66.7998, 19.5837, 21.8976, 
5.84, 1.18731, 0.010045, -0.00516184, -0.00941659, 0.00489179, -0.00418111, -0.00692901, 2.78969, 5.89484, -10.4948, 49.3039, 8.19585, -4.99558, -1.81336, 5.06423, -3.21154, 67.2262, 19.4884, 21.3834, 
5.842, 1.0619, 0.0100042, -0.00496484, -0.00960801, 0.00484839, -0.00448556, -0.00711954, 2.78761, 5.90655, -10.4908, 49.4474, 8.1893, -4.93771, -1.80931, 5.0719, -3.2234, 68.074, 19.7215, 20.8811, 
5.844, 0.895502, 0.00996225, -0.00482882, -0.00984039, 0.00480528, -0.00476186, -0.00734905, 2.78553, 5.91827, -10.4868, 49.5931, 8.1838, -4.87985, -1.806, 5.07985, -3.23538, 69.296, 20.2692, 20.4829, 
5.846, 0.691263, 0.00991971, -0.00476228, -0.0100938, 0.00476262, -0.00498414, -0.00759806, 2.78345, 5.93002, -10.4827, 49.7415, 8.17949, -4.82137, -1.80333, 5.0879, -3.24759, 70.7775, 21.0755, 20.2685, 
5.848, 0.452533, 0.00987694, -0.00476747, -0.0103468, 0.00472066, -0.00513246, -0.00784584, 2.78137, 5.94177, -10.4787, 49.8931, 8.17634, -4.76163, -1.80111, 5.0959, -3.26009, 72.3649, 22.0613, 20.2879, 
5.85, 0.182983, 0.00983442, -0.00484053, -0.0105786, 0.0046797, -0.00519476, -0.00807228, 2.77928, 5.95355, -10.4746, 50.0481, 8.17415, -4.70012, -1.79918, 5.10367, -3.27291, 73.9011, 23.148, 20.5543, 
5.852, -0.113196, 0.00979258, -0.00497217, -0.0107707, 0.00463988, -0.00516547, -0.00825957, 2.77719, 5.96534, -10.4705, 50.2063, 8.17262, -4.63641, -1.79738, 5.11111, -3.28603, 75.2524, 24.2715, 21.0478, 
5.854, -0.431104, 0.00975183, -0.00514869, -0.0109081, 0.0046012, -0.00504756, -0.00839331, 2.77509, 5.97715, -10.4664, 50.3673, 8.17144, -4.57021, -1.79558, 5.11817, -3.29943, 76.3223, 25.3845, 21.7244, 
5.856, -0.765036, 0.00971248, -0.00535319, -0.01098, 0.00456349, -0.00485032, -0.0084634, 2.77299, 5.98897, -10.4622, 50.5305, 8.17033, -4.50137, -1.79368, 5.12485, -3.31308, 77.0561, 26.4493, 22.5261, 
5.858, -1.10847, 0.00967488, -0.00556659, -0.0109803, 0.00452657, -0.00458799, -0.00846408, 2.77089, 6.00081, -10.458, 50.6951, 8.16903, -4.42987, -1.79157, 5.1312, -3.32695, 77.4395, 27.4288, 23.3887, 
5.86, -1.4542, 0.00963878, -0.00576817, -0.0109071, 0.00449023, -0.00428024, -0.00839372, 2.76878, 6.01267, -10.4538, 50.8606, 8.16735, -4.35583, -1.78911, 5.1373, -3.34102, 77.4971, 28.2797, 24.2499, 
5.862, -1.79449, 0.00960424, -0.00593931, -0.0107667, 0.00445406, -0.00395044, -0.00825857, 2.76666, 6.02454, -10.4496, 51.0262, 8.16512, -4.27955, -1.78614, 5.14325, -3.35526, 77.2788, 28.9528, 25.0559, 
5.864, -2.12133, 0.00957117, -0.00606231, -0.010569, 0.00441791, -0.00362247, -0.00806841, 2.76454, 6.03642, -10.4453, 51.1914, 8.1622, -4.20143, -1.78253, 5.14913, -3.36964, 76.8507, 29.3997, 25.7681, 
5.866, -2.42681, 0.0095391, -0.0061228, -0.0103288, 0.00438134, -0.00332153, -0.00783789, 2.76241, 6.04832, -10.441, 51.3558, 8.15843, -4.122, -1.77813, 5.155, -3.3841, 76.273, 29.5828, 26.3639, 
5.868, -2.70346, 0.0095075, -0.00611223, -0.0100657, 0.00434412, -0.00307095, -0.00758602, 2.76028, 6.06024, -10.4367, 51.519, 8.15366, -4.04184, -1.77289, 5.16089, -3.39861, 75.5902, 29.4873, 26.8325, 
5.87, -2.94447, 0.00947577, -0.00602558, -0.0098008, 0.00430605, -0.00289033, -0.00733324, 2.75816, 6.07217, -10.4324, 51.6808, 8.14774, -3.96155, -1.7668, 5.16678, -3.41308, 74.8287, 29.1266, 27.167, 
5.872, -3.14408, 0.00944338, -0.005867, -0.0095567, 0.00426688, -0.00279451, -0.00710158, 2.75603, 6.08412, -10.4281, 51.841, 8.14061, -3.88171, -1.75995, 5.17265, -3.42743, 74.0081, 28.5409, 27.3565, 
5.874, -3.29762, 0.00941005, -0.00564521, -0.00935432, 0.00422654, -0.00279236, -0.00691123, 2.7539, 6.09608, -10.4237, 51.9993, 8.13227, -3.80281, -1.75248, 5.17849, -3.44159, 73.1592, 27.7932, 27.3841, 
5.876, -3.40173, 0.00937542, -0.0053741, -0.00921157, 0.00418505, -0.00288586, -0.00677942, 2.75178, 6.10805, -10.4193, 52.1558, 8.12284, -3.72527, -1.74461, 5.18432, -3.45549, 72.3387, 26.9649, 27.2309, 
5.878, -3.45432, 0.00933918, -0.00507394, -0.00914115, 0.00414253, -0.00306944, -0.00671829, 2.74966, 6.12004, -10.4149, 52.3105, 8.11259, -3.64937, -1.73658, 5.19023, -3.46908, 71.6358, 26.1526, 26.8856, 
5.88, -3.45454, 0.00930121, -0.00476566, -0.00915018, 0.00409919, -0.00332978, -0.00673449, 2.74754, 6.13204, -10.4105, 52.4637, 8.10192, -3.57525, -1.72871, 5.19632, -3.48236, 71.1621, 25.4617, 26.3554, 
5.882, -3.40278, 0.00926154, -0.00447177, -0.00923893, 0.00405526, -0.0036462, -0.00682803, 2.74543, 6.14406, -10.406, 52.6161, 8.09131, -3.50283, -1.72127, 5.2027, -3.49537, 71.0321, 24.9933, 25.6755, 
5.884, -3.30046, 0.00922046, -0.00421467, -0.00940005, 0.00401096, -0.00399193, -0.00699147, 2.74332, 6.15609, -10.4015, 52.7685, 8.08126, -3.43184, -1.71452, 5.20945, -3.5082, 71.3325, 24.8251, 24.9128, 
5.886, -3.14986, 0.00917816, -0.00401297, -0.00962013, 0.00396651, -0.00433644, -0.00721157, 2.74121, 6.16814, -10.397, 52.9217, 8.07224, -3.3618, -1.70858, 5.21658, -3.52098, 72.0912, 24.993, 24.1593, 
5.888, -2.95386, 0.00913492, -0.0038806, -0.00988041, 0.00392223, -0.00464927, -0.00746986, 2.7391, 6.1802, -10.3925, 53.0769, 8.06455, -3.29211, -1.70346, 5.22401, -3.53384, 73.2602, 25.482, 23.5156, 
5.89, -2.71586, 0.00909112, -0.00382535, -0.0101586, 0.00387829, -0.00490171, -0.00774458, 2.73699, 6.19227, -10.3879, 53.2347, 8.05828, -3.2221, -1.69903, 5.23158, -3.5469, 74.7219, 26.2331, 23.0684, 
5.892, -2.43973, 0.00904721, -0.00384817, -0.0104313, 0.00383521, -0.00507253, -0.00801301, 2.73488, 6.20436, -10.3833, 53.3957, 8.05333, -3.15113, -1.69512, 5.23911, -3.56023, 76.3197, 27.1641, 22.8733, 
5.894, -2.13004, 0.0090036, -0.00394343, -0.0106761, 0.00379323, -0.00514812, -0.00825349, 2.73277, 6.21647, -10.3787, 53.56, 8.04946, -3.07866, -1.69153, 5.24643, -3.57386, 77.8932, 28.1935, 22.9474, 
5.896, -1.79217, 0.00896074, -0.00409976, -0.0108735, 0.00375248, -0.00512326, -0.00844728, 2.73065, 6.22859, -10.3741, 53.7276, 8.04629, -3.00426, -1.6881, 5.25343, -3.58779, 79.307, 29.2547, 23.2742, 
5.898, -1.43246, 0.00891928, -0.00430105, -0.0110072, 0.00371291, -0.00500046, -0.00857863, 2.72853, 6.24073, -10.3694, 53.8981, 8.04344, -2.92764, -1.68469, 5.26007, -3.60199, 80.4629, 30.2983, 23.8127, 
5.9, -1.05826, 0.00887951, -0.00452797, -0.0110668, 0.00367431, -0.00479056, -0.00863775, 2.72641, 6.25288, -10.3647, 54.0709, 8.04057, -2.84864, -1.68117, 5.26635, -3.61645, 81.3044, 31.2849, 24.5073, 
5.902, -0.677765, 0.00884138, -0.0047589, -0.0110465, 0.00363629, -0.00451043, -0.00861932, 2.72427, 6.26504, -10.36, 54.2455, 8.03736, -2.76723, -1.67743, 5.2723, -3.63115, 81.8167, 32.1768, 25.2963, 
5.904, -0.299746, 0.00880502, -0.00497182, -0.0109473, 0.00359867, -0.00418149, -0.0085244, 2.72214, 6.27722, -10.3552, 54.421, 8.03355, -2.68354, -1.67332, 5.27801, -3.64605, 82.0193, 32.932, 26.1191, 
5.906, 0.0667251, 0.0087704, -0.00514651, -0.0107768, 0.00356121, -0.00382881, -0.00836072, 2.72, 6.28942, -10.3505, 54.5969, 8.02893, -2.59781, -1.6687, 5.28355, -3.66115, 81.9572, 33.505, 26.9228, 
5.908, 0.412602, 0.00873712, -0.00526477, -0.0105476, 0.00352368, -0.00347895, -0.00814064, 2.71785, 6.30162, -10.3456, 54.7728, 8.02332, -2.51043, -1.6634, 5.28901, -3.6764, 81.6885, 33.853, 27.6678, 
5.91, 0.729336, 0.008705, -0.00531196, -0.0102769, 0.00348592, -0.00315831, -0.00788114, 2.7157, 6.31384, -10.3408, 54.9481, 8.01656, -2.42189, -1.65732, 5.29442, -3.69176, 81.2671, 33.9469, 28.3283, 
5.912, 1.00924, 0.00867314, -0.00528, -0.00998678, 0.00344747, -0.00289212, -0.00760362, 2.71355, 6.32608, -10.3359, 55.1225, 8.00848, -2.33273, -1.6504, 5.29981, -3.70716, 80.7326, 33.7803, 28.8877, 
5.914, 1.24586, 0.00864122, -0.00516732, -0.009701, 0.00340809, -0.00270135, -0.00733138, 2.7114, 6.33833, -10.3311, 55.2958, 7.99899, -2.24349, -1.64266, 5.30517, -3.72255, 80.1121, 33.3742, 29.3315, 
5.916, 1.43404, 0.00860862, -0.00497946, -0.00944349, 0.00336758, -0.00260199, -0.00708762, 2.70925, 6.35059, -10.3262, 55.4677, 7.98803, -2.15469, -1.6342, 5.31047, -3.73784, 79.4328, 32.7749, 29.6415, 
5.918, 1.57016, 0.0085749, -0.00472725, -0.00923596, 0.00332586, -0.00260363, -0.00689337, 2.7071, 6.36286, -10.3212, 55.6381, 7.97569, -2.06676, -1.62516, 5.31573, -3.75295, 78.737, 32.0508, 29.7954, 
5.92, 1.65211, 0.00853981, -0.00442657, -0.00909659, 0.00328305, -0.0027081, -0.00676616, 2.70496, 6.37515, -10.3163, 55.8069, 7.96214, -1.98003, -1.61577, 5.32098, -3.76783, 78.0942, 31.2885, 29.7721, 
5.922, 1.67926, 0.00850284, -0.00409982, -0.00903771, 0.00323923, -0.00290905, -0.00671779, 2.70281, 6.38745, -10.3113, 55.9744, 7.94771, -1.89471, -1.6063, 5.32632, -3.78244, 77.6042, 30.5885, 29.5623, 
5.924, 1.65236, 0.00846408, -0.00377069, -0.00906505, 0.00319458, -0.00319168, -0.00675356, 2.70068, 6.39977, -10.3063, 56.141, 7.93284, -1.81079, -1.59704, 5.33186, -3.79681, 77.3831, 30.0568, 29.1786, 
5.926, 1.57334, 0.00842356, -0.0034632, -0.00917718, 0.0031493, -0.0035333, -0.0068718, 2.69854, 6.41209, -10.3012, 56.3073, 7.91803, -1.7281, -1.58828, 5.3377, -3.81098, 77.5406, 29.7898, 28.6643, 
5.928, 1.44503, 0.00838143, -0.00320002, -0.0093652, 0.00310372, -0.00390434, -0.0070636, 2.69641, 6.42443, -10.2962, 56.4743, 7.90378, -1.64623, -1.58022, 5.34391, -3.82507, 78.1488, 29.8544, 28.0944, 
5.93, 1.2709, 0.00833792, -0.00300042, -0.00961336, 0.00305819, -0.00427132, -0.00731334, 2.69427, 6.43679, -10.2911, 56.6429, 7.89047, -1.56461, -1.57295, 5.35045, -3.8392, 79.2116, 30.2714, 27.5657, 
5.932, 1.05477, 0.00829339, -0.00287818, -0.00990045, 0.003013, -0.00460133, -0.00760021, 2.69214, 6.44916, -10.286, 56.814, 7.87832, -1.48257, -1.56644, 5.35721, -3.8535, 80.6526, 31.0094, 27.1774, 
5.934, 0.800647, 0.00824829, -0.00284021, -0.010202, 0.00296833, -0.00486461, -0.00790027, 2.69001, 6.46154, -10.2808, 56.9884, 7.86733, -1.39941, -1.56052, 5.36401, -3.86809, 82.3305, 31.9972, 27.0086, 
5.936, 0.512757, 0.00820308, -0.0028861, -0.0104927, 0.00292468, -0.00503893, -0.00818879, 2.68787, 6.47393, -10.2756, 57.1664, 7.85731, -1.31452, -1.55501, 5.37066, -3.883, 84.0745, 33.1473, 27.1029, 
5.938, 0.195676, 0.00815827, -0.00300836, -0.0107486, 0.00288233, -0.0051102, -0.00844272, 2.68573, 6.48634, -10.2704, 57.3481, 7.84794, -1.22739, -1.54969, 5.37699, -3.89825, 85.7187, 34.3792, 27.4639, 
5.94, -0.145456, 0.00811434, -0.00319348, -0.0109494, 0.00284129, -0.00507206, -0.00864227, 2.68358, 6.49876, -10.2652, 57.5332, 7.83882, -1.13766, -1.54443, 5.38292, -3.91382, 87.1286, 35.6307, 28.0626, 
